-27,-56,85,98
-81,85,-80,41
14,32,-87,46
11,24,-89,100
61,-17,-79,-12
-15,93,47,43
-93,93,-49,58
-41,-19,-57,-13
-38,-83,-81,20
58,57,45,41
69,29,18,84
-49,-45,-29,66
38,85,-97,-58
49,-2,-39,-3
55,53,48,80
-80,-17,-43,53
-15,58,-33,-45
95,-8,-45,-44
77,20,-98,-52
-42,-13,-43,28
-75,-29,-98,-52
78,-23,1,-22
99,-72,-66,54
-55,-39,78,10
60,83,73,-71
36,-77,53,62
15,75,43,-3
-94,32,-49,9
-24,97,73,-57
-31,-86,47,82
57,27,-38,0
72,-65,19,-70
17,76,1,87
-72,85,-46,-89
-5,-97,-70,41
-58,49,-29,-59
64,-83,85,-100
6,70,-50,47
-5,80,-52,-44
-64,79,17,-81
66,71,90,32
-81,38,10,24
70,-10,7,77
65,28,25,-47
-51,1,-28,30
41,3,-84,-7
-63,5,-10,-62
-49,97,-79,-67
-17,22,30,5
-5,67,-25,43
25,-17,-53,-79
14,-70,-100,43
-7,-91,-71,41
-96,-91,-89,-40
56,-30,-61,-21
-3,-87,39,41
91,33,86,94
85,1,-47,6
-27,-7,6,44
-73,-92,-89,20
-32,-80,58,70
-2,-20,26,-72
-51,-42,-8,-22
-37,-40,81,-66
-80,-21,67,97
38,65,17,62
45,-97,44,-41
-20,38,-68,30
39,-74,53,-21
59,40,-50,-33
-39,-44,-98,-23
-78,-10,13,-23
-77,-53,-70,-94
82,-93,96,-83
-24,10,55,66
-70,100,-81,-70
-25,53,-89,-72
43,24,83,29
80,33,-74,68
23,2,68,-65
-22,93,97,-15
-41,91,-90,51
37,-10,-24,-66
-49,-48,24,26
-71,-58,82,-56
-27,-36,67,92
26,-30,-59,93
100,13,-77,-83
78,-3,66,87
-68,-83,46,-33
95,0,75,-80
74,24,23,16
-58,-53,18,21
31,-97,14,49
-63,77,-35,5
-66,51,45,-34
-37,95,-49,-27
-89,98,-8,50
-27,51,-73,-12
48,-7,67,45
77,29,76,61
51,-24,49,66
-31,-20,-92,-87
87,62,14,1
24,-76,-27,34
-79,-21,-21,-2
88,65,-80,-100
-5,-92,81,-24
-36,-75,-31,-47
-31,77,-17,-86
51,49,-10,17
-35,3,81,17
-75,-100,51,50
72,83,45,-51
28,-16,-48,79
61,-30,-81,99
98,-54,-70,50
-26,20,22,-53
16,40,-100,-81
13,-49,8,71
83,6,25,34
32,6,12,86
32,68,33,-90
-7,-88,-5,-100
40,27,69,69
-78,-49,45,-50
16,26,-64,-98
-21,73,-47,-85
76,0,58,-5
21,-99,-66,75
-9,24,92,-59
-84,68,-82,62
-65,-14,32,0
49,9,-51,-98
28,-7,-54,44
-30,9,89,-47
26,68,-52,58
-19,82,50,16
37,91,-60,-22
46,-79,70,-17
-56,46,19,-4
-87,62,41,-72
-35,-18,-74,7
38,61,-81,-63
78,55,48,-87
4,-87,-74,-12
-30,-47,76,67
-1,-72,-32,32
-100,13,-41,10
21,2,-50,-45
-50,6,-77,-90
89,85,87,28
-35,27,91,77
47,7,-85,39
45,17,-96,3
76,16,78,29
-57,99,-15,-19
-25,-28,-72,-61
-67,90,16,-65
-16,12,68,37
-28,33,-6,61
65,-92,-12,-43
12,-74,-31,-71
22,-17,24,-35
76,68,-89,77
-80,84,5,30
-74,-15,98,-98
51,-26,78,98
-44,42,-15,-68
-82,-25,63,47
41,0,41,26
3,46,-62,40
-51,-4,-71,78
1,-36,72,-81
-75,-38,-17,-82
1,79,-51,9
-58,97,-20,-9
-74,-86,93,-69
-35,21,-93,-67
-79,-55,64,64
-69,27,-18,57
45,-45,-69,84
66,-20,51,-39
83,-85,20,-1
56,56,27,37
34,14,89,85
-17,66,-15,-50
76,100,-32,16
3,-63,36,93
11,17,35,-27
-68,77,45,22
-11,70,-86,-63
22,52,-62,-62
19,-26,17,-12
30,52,42,-78
52,90,-16,-42
39,94,-64,-52
6,-80,76,28
81,0,68,-55
-52,38,8,34
73,-52,-41,41
-46,-62,-68,-86
-12,-39,-57,-4
42,95,-2,-81
47,62,-73,-39
-14,-23,85,92
-35,-1,-12,49
-40,50,59,-46
29,94,-51,-32
-77,-73,-85,87
84,3,31,64
-80,-51,74,82
74,-28,-67,-25
-76,27,-1,-56
-29,-77,-96,75
20,68,62,52
82,-12,-62,-34
41,-86,11,21
3,95,-11,-35
34,-26,-15,-10
-5,-79,37,-33
-74,-19,74,79
99,12,-93,-65
-66,-67,-38,66
-87,-37,-86,82
-71,79,-56,-80
-37,73,-52,-57
-48,30,100,21
-44,-23,-34,-94
-16,95,-16,-51
30,55,25,-9
-44,-80,84,-94
-8,27,-13,47
-9,3,-10,57
81,-100,-26,-78
-94,-86,24,-89
51,-96,-99,-58
22,-11,-55,56
24,46,98,-27
-96,70,8,-65
62,48,62,-63
-76,-42,83,-76
71,38,-30,22
31,-25,7,-72
-64,-2,-63,-96
40,-30,-80,65
53,37,-15,-95
-10,67,74,89
93,-27,-26,62
36,-22,-39,-55
83,-79,-38,56
-8,-78,97,-3
48,-7,40,91
-19,-71,-48,15
97,-16,92,-84
-82,-19,-43,78
-14,-3,-6,-56
-41,67,-74,-18
47,18,36,-38
-26,-77,63,-50
-50,-62,53,90
-100,74,20,22
22,40,24,-38
20,-97,-9,67
24,54,60,-33
-38,-24,-33,-72
-95,39,-7,87
-26,5,-86,-97
-54,-5,99,-23
-71,61,-94,-84
-54,61,-57,30
39,30,56,6
82,-52,-35,-31
-59,32,92,0
-5,-25,-53,-96
87,-60,-46,-42
-40,-70,50,75
19,-99,-60,42
11,-45,67,15
28,41,-19,-26
-86,-81,55,-66
-49,-88,-55,41
93,-91,11,-76
6,19,24,89
-59,-7,44,70
-8,75,-41,-57
38,-35,-7,-35
47,-62,-14,65
27,-65,19,-80
54,42,-58,-72
-99,1,-15,95
75,17,-37,33
100,-86,9,73
59,59,-52,50
-79,23,-94,-90
-37,-46,37,-93
-100,16,-33,6
-91,76,2,-39
39,-15,35,25
-70,0,72,19
-69,-91,67,-40
-97,-61,76,81
-30,92,4,65
99,92,40,66
-79,-9,60,68
41,-95,-20,24
-80,-41,-8,7
-40,-79,56,-66
48,45,-60,-95
21,39,-87,25
-16,9,-41,6
48,-73,88,77
86,24,-69,-67
43,29,59,42
-6,-64,-45,6
-32,-85,7,-6
-16,-31,-72,59
63,68,-46,-77
-71,64,-73,100
-75,-65,41,-15
71,-53,68,-50
-9,39,-17,-92
-10,-36,-4,7
-41,-12,-82,-67
-28,87,91,-71
87,-100,-97,88
-18,-84,-34,-42
83,60,-99,47
90,32,-32,30
19,36,-68,56
-51,73,21,28
-48,-5,27,84
73,79,38,21
28,12,49,-91
-79,-14,10,-5
-54,6,-99,71
-98,-21,53,-29
88,-10,58,2
13,-33,-65,-84
-86,-85,48,79
-40,-48,-37,-95
64,61,87,33
90,-46,66,-37
-55,96,7,-39
31,-2,-74,-91
-88,81,70,-19
-98,-33,-94,91
92,-7,-44,1
11,-100,-66,-3
-3,87,-31,42
-29,90,7,38
91,78,-10,-78
-100,-61,47,86
46,53,-69,-76
60,71,-51,31
-8,47,-91,25
46,-17,-28,57
-73,-26,-70,-97
-90,39,9,14
87,28,-17,87
36,-44,-15,-76
-85,-29,21,88
65,20,12,75
-59,17,19,61
-69,96,-8,68
-86,-88,100,-41
39,-50,-34,40
-23,-38,52,8
-16,50,-93,-36
9,84,29,85
0,-26,-80,82
-34,-72,6,3
-92,-38,36,-52
-99,-93,79,60
-46,0,17,0
73,-32,92,11
-74,8,-76,-9
-8,4,-35,-85
-40,1,-29,69
-32,-47,8,-42
55,-13,79,33
-83,93,93,19
-27,-53,-79,-15
66,-44,-13,-36
-67,-47,-97,8
15,-74,-10,-74
84,-97,-70,41
-91,-69,37,-99
-1,45,41,23
80,-84,71,-5
-59,77,-87,100
-67,32,4,80
-72,-64,8,4
17,89,83,-99
-26,83,-48,56
-7,94,65,46
-95,60,87,-71
18,-41,9,-32
-7,-6,-87,-87
39,-44,91,-94
-16,-37,67,57
66,68,55,69
-93,-75,46,23
-69,-21,-55,54
25,-69,-84,65
-61,-21,-70,-13
33,-4,-31,-29
3,-4,-22,2
45,-26,21,-72
-22,22,70,96
30,13,85,35
14,-24,-44,-100
-51,-26,-9,-86
-63,77,-88,90
24,67,83,91
-84,-88,21,74
-26,68,-68,-36
76,2,0,66
-77,-22,57,2
36,-21,-59,-17
-24,-83,-28,-75
-17,91,88,30
-43,-8,26,-2
22,-79,76,-89
-90,-36,4,78
25,41,-32,-63
33,46,-70,-80
31,-96,35,37
-93,33,-24,-89
30,-69,68,78
33,-59,-53,36
30,4,-88,38
35,83,36,57
-38,-17,-17,85
24,37,-24,-32
-33,50,33,-4
-56,-63,70,50
-91,69,71,-38
66,71,1,48
58,-8,-4,-20
-22,-80,15,99
-95,81,-78,1
97,49,75,-20
3,-25,15,-49
-87,-40,-98,-80
-78,52,-19,17
-9,54,-40,-88
-19,88,45,32
-95,11,-58,90
-93,49,96,-38
-55,-52,-70,38
66,-89,30,-55
-36,7,23,22
5,39,21,-100
-31,5,71,4
5,-8,23,98
-71,-92,-53,-37
-52,-53,50,63
17,-47,42,58
40,-87,-93,67
-2,-83,0,65
-29,-23,-75,-8
-4,33,91,65
43,-71,47,20
16,65,78,-36
-18,-33,19,53
88,-11,-77,55
86,-33,83,-17
62,-99,-19,64
-54,-48,-45,-16
57,-85,-20,-45
88,-2,49,51
17,71,75,-33
83,3,-83,78
-10,-90,-33,-53
53,57,62,15
-88,80,-26,-60
-13,72,-74,-62
-94,81,-24,-20
-27,-95,-8,-12
-10,-8,31,-28
16,64,-6,96
-5,20,-41,-6
-41,-56,47,-2
-57,-46,-23,-37
99,94,57,15
47,85,-75,87
70,32,-97,-21
-6,13,61,-14
-46,-14,-82,-57
-21,68,-49,-46
-1,67,93,-82
26,-27,80,-78
51,57,-31,-90
-73,-83,82,-8
-61,-27,-94,-85
-84,-53,84,87
99,-93,-2,-22
-28,-83,73,48
9,-78,12,-31
48,0,88,-92
-78,-6,46,-64
-1,-96,-51,70
-30,36,35,68
-91,-83,-24,-23
63,-19,17,-87
-14,-46,72,-24
72,24,96,23
-28,-93,54,-53
-98,-38,4,57
-72,-90,-71,-91
50,-65,64,20
48,89,45,-88
4,-34,61,31
40,-22,10,9
71,10,72,-82
88,13,-100,-59
-3,53,4,34
-83,1,-70,-2
-44,21,70,-47
-50,17,13,98
-59,-57,20,2
-57,-74,-76,94
-7,15,72,12
49,33,-1,38
70,-28,66,86
93,-26,40,-23
62,91,-49,-76
-11,82,-60,-26
21,-83,-46,86
89,67,-100,44
79,7,74,34
-26,35,-36,91
-12,-15,-61,-64
-41,-59,-5,87
-43,2,17,94
-3,56,-75,-26
6,100,83,-1
-74,-11,-86,44
-12,-35,52,78
-30,80,23,-11
45,56,-38,62
-34,-25,-13,-57
-87,-48,48,38
41,-38,-31,62
-57,42,-91,46
12,-70,10,-9
-17,3,-91,-53
-6,-1,-23,75
-52,-95,-43,-74
26,-88,52,-36
50,-16,-73,-55
-45,-9,-93,-60
-62,-46,-18,-16
95,-9,-10,84
-50,20,-38,76
-82,1,-94,-32
-64,-73,73,-86
-1,62,50,39
36,-73,98,-26
92,26,-40,19
-12,-71,-9,2
-4,-40,-49,99
93,12,-36,40
-47,-57,93,-11
-7,-91,-61,14
-18,-6,-14,-22
51,91,-12,75
-42,45,68,-67
30,4,-7,81
-62,-20,-92,-67
72,20,-16,-21
-74,-86,-58,-50
15,-37,-9,-63
-86,53,46,-19
48,24,9,-4
2,-56,-18,19
52,-23,-31,47
26,61,10,26
31,-98,3,-9
90,-37,-71,-19
92,-47,49,-30
-81,94,-19,85
-90,67,-79,-86
-15,-86,32,64
60,90,-94,68
63,72,-100,-7
37,23,45,3
57,-38,90,2
-75,18,-17,-82
52,27,-1,94
-99,-51,40,97
-2,-96,39,-9
-71,-21,-75,74
-76,-28,-2,12
86,6,6,-92
-30,-96,29,35
12,-27,-44,1
-42,-83,-100,-35
-72,-7,-58,34
3,-23,76,43
24,-72,-81,-17
88,-46,22,-55
84,-86,-37,5
70,13,17,55
-32,-54,40,-86
-46,66,97,90
-75,-82,-73,-8
-23,26,51,-52
-4,34,91,57
-5,83,61,61
51,96,-92,-61
-2,66,-84,8
-75,49,92,97
-94,-87,13,-9
81,12,21,-38
-32,49,-34,-44
-58,39,-74,65
-16,-60,33,91
-23,43,-32,68
82,30,1,-53
22,71,-24,5
49,-87,-83,-62
-13,25,44,31
43,-13,-18,-65
37,-44,-51,-55
-5,12,-49,89
45,96,-93,17
-14,3,-53,15
0,-96,7,-19
-15,23,-37,48
-66,-32,57,-70
-24,-11,-87,12
-61,63,-49,-27
-11,-66,-95,-20
97,-7,15,82
-56,67,-42,64
-31,-81,-69,97
-31,2,-33,-45
59,16,92,54
4,-32,20,-76
-78,-91,66,-22
90,78,-14,24
-68,-73,-88,15
-99,-37,53,60
2,-29,-98,5
-52,-73,77,-48
-20,-17,11,-42
85,75,35,-73
-67,28,-59,89
-96,-85,-54,48
-34,63,86,-99
59,-41,99,-51
10,1,47,-84
-66,67,47,-49
34,78,-80,-16
100,-59,-67,69
73,-81,-6,-31
-68,-55,-52,35
-34,34,94,-34
-16,42,-50,-13
52,8,-26,82
-40,75,11,50
-62,-42,-70,25
50,16,-90,54
-10,25,-94,-42
93,99,84,-68
35,-4,-41,42
-25,-95,-86,64
-47,67,-88,-97
37,31,54,-90
92,-29,32,-22
-8,11,-76,-50
27,-59,-16,-64
84,-27,9,-31
2,35,-74,-98
47,77,-35,56
58,-17,78,2
-42,5,-38,17
6,47,40,-46
51,-71,-23,-91
37,83,63,-69
78,12,-4,-35
-40,-55,94,-21
-66,-42,9,-56
91,-60,62,-93
85,-41,16,28
56,77,6,32
-16,-100,-100,97
33,83,39,-100
-67,-95,-93,-33
-18,-26,-40,7
-30,-96,-7,9
13,86,-4,-60
67,-19,-54,-52
19,12,-37,-21
64,-38,-1,15
-9,20,-33,-97
87,-62,-100,-22
-23,55,98,32
-47,10,-75,-92
42,-85,11,59
42,-64,72,-22
-60,-90,21,80
-81,-88,68,84
-70,-94,-69,-26
-76,50,29,59
65,-70,-69,-25
-6,-16,-62,-96
-45,4,-95,9
7,30,-51,-63
45,40,0,-39
67,38,-80,38
-78,-92,-100,-68
83,-71,53,56
96,-93,94,79
-69,-83,20,4
12,-46,75,48
54,39,-92,47
-12,51,43,3
-42,-74,-6,99
88,-4,92,56
84,75,-67,-53
-85,27,12,-83
99,6,21,74
-67,-88,-20,-10
17,100,-83,0
-91,-36,-52,-18
-73,86,46,-24
-37,-53,-11,59
5,70,-39,-72
39,76,-87,45
-86,63,57,53
-78,3,-79,-10
17,84,-56,49
38,100,-9,-98
31,-28,96,73
83,-71,-16,58
67,-97,-44,77
-67,82,-66,-10
